"identifiant","pays","poids","csp","csp_père","csp_mère","education","education_pere","education_mere","genre","age","csp_avec_A","mobilite","age_cat"
3593300,"IT",4.3868456,"OQ","OQ","88",2,2,2,1,25,"OQ","OQ_OQ_M","14-25"
3597900,"IT",2.1959987,"OQ","OQ","OQ",3,2,2,1,57,"OQ","OQ_OQ_M","41-65"
3598000,"IT",3.9257448,"PI","OQ","66",1,1,1,1,59,"PI","PI_OQ_M","41-65"
3598400,"IT",2.1959987,"OQ","ONQ","OQ",3,1,1,1,55,"C","OQ_ONQ_M","41-65"
3598500,"IT",3.7317586,"OQ","OQ","OQ",3,2,2,2,21,"OQ","OQ_OQ_F","14-25"
3599000,"IT",3.8688128,"OQ","OQ","ONQ",2,2,1,2,20,"OQ","OQ_ONQ_F","14-25"
3599500,"IT",2.8654895,"PI","ONQ","66",3,1,1,1,47,"PI","PI_ONQ_M","41-65"
3600000,"IT",3.8184435,"ONQ","OQ","ONQ",1,1,1,2,69,"ONQ","ONQ_ONQ_F",">65"
3602500,"IT",4.305096,"OQ","ONQ","66",3,1,1,1,43,"OQ","OQ_ONQ_M","41-65"
3602600,"IT",9.490513,"ONQ","OQ","66",2,2,2,1,19,"ONQ","ONQ_OQ_M","14-25"
3602700,"IT",5.812484,"OQ","ONQ","ONQ",2,2,2,2,27,"OQ","OQ_ONQ_F","26-40"
3603000,"IT",5.376588,"OQ","OQ","C",3,1,3,2,38,"C","OQ_C_F","26-40"
3603100,"IT",4.0484433,"PI","PI","66",5,3,2,1,49,"PI","PI_PI_M","41-65"
3603300,"IT",5.898018,"OQ","OQ","66",2,1,1,1,60,"OQ","OQ_OQ_M","41-65"
3607200,"IT",8.809288,"OQ","ONQ","ONQ",1,1,1,1,65,"OQ","OQ_ONQ_M","41-65"
3607900,"IT",3.7691154,"PI","OQ","ONQ",5,1,1,2,47,"PI","PI_ONQ_F","41-65"
3608000,"IT",3.8256583,"C","OQ","OQ",3,1,2,2,64,"C","C_OQ_F","41-65"
3608100,"IT",2.6768265,"PI","OQ","OQ",3,1,1,2,39,"PI","PI_OQ_F","26-40"
3608300,"IT",5.7123375,"OQ","OQ","OQ",2,1,1,2,57,"C","OQ_OQ_F","41-65"
3608400,"IT",3.285183,"OQ","OQ","66",3,1,1,1,81,"C","OQ_OQ_M",">65"
3608600,"IT",5.7123375,"ONQ","OQ","ONQ",1,1,1,2,72,"ONQ","ONQ_ONQ_F",">65"
3612200,"IT",4.205292,"PI","OQ","66",3,1,1,1,47,"PI","PI_OQ_M","41-65"
3612300,"IT",5.493346,"OQ","ONQ","ONQ",2,1,1,1,26,"OQ","OQ_ONQ_M","26-40"
3612600,"IT",3.8408575,"OQ","PI","66",1,2,1,1,55,"OQ","OQ_PI_M","41-65"
3612800,"IT",2.845172,"OQ","OQ","OQ",2,1,1,1,44,"OQ","OQ_OQ_M","41-65"
3616900,"IT",2.4975448,"OQ","OQ","66",5,3,3,1,28,"OQ","OQ_OQ_M","26-40"
3617000,"IT",3.8605988,"OQ","OQ","66",1,1,1,1,82,"OQ","OQ_OQ_M",">65"
3617100,"IT",2.1595569,"PI","OQ","OQ",3,1,1,1,58,"PI","PI_OQ_M","41-65"
3617200,"IT",2.7522352,"OQ","OQ","C",3,3,3,2,22,"OQ","OQ_C_F","14-25"
3617300,"IT",2.8179379,"PI","OQ","OQ",3,1,1,1,52,"PI","PI_OQ_M","41-65"
3617400,"IT",2.8597958,"ONQ","ONQ","ONQ",2,1,1,1,53,"ONQ","ONQ_ONQ_M","41-65"
3617600,"IT",3.755078,"ONQ","OQ","OQ",1,1,1,2,77,"ONQ","ONQ_OQ_F",">65"
3626500,"IT",4.2749085,"OQ","OQ","OQ",3,2,1,1,44,"OQ","OQ_OQ_M","41-65"
3627800,"IT",3.7587202,"PI","ONQ","ONQ",5,2,1,2,38,"PI","PI_ONQ_F","26-40"
3636000,"IT",5.144649,"OQ","C","C",3,5,3,1,32,"C","OQ_C_M","26-40"
3636100,"IT",4.295039,"PI","OQ","OQ",3,2,1,1,54,"PI","PI_OQ_M","41-65"
3636200,"IT",2.682014,"OQ","OQ","C",3,2,2,2,40,"OQ","OQ_C_F","26-40"
3636400,"IT",3.576198,"OQ","OQ","OQ",2,1,1,2,54,"OQ","OQ_OQ_F","41-65"
3636500,"IT",5.144649,"OQ","OQ","66",3,2,1,1,29,"OQ","OQ_OQ_M","26-40"
3636600,"IT",5.88424,"OQ","OQ","66",2,1,1,1,55,"OQ","OQ_OQ_M","41-65"
3636700,"IT",3.806703,"PI","C","C",5,5,3,1,26,"PI","PI_C_M","26-40"
3636900,"IT",4.3588386,"C","OQ","66",2,1,1,1,52,"C","C_OQ_M","41-65"
3637000,"IT",5.144649,"OQ","OQ","66",3,1,1,1,31,"OQ","OQ_OQ_M","26-40"
3637100,"IT",4.194897,"OQ","66","OQ",3,2,3,2,23,"OQ","OQ_OQ_F","14-25"
3637400,"IT",4.295039,"OQ","OQ","66",3,1,1,1,49,"OQ","OQ_OQ_M","41-65"
3637500,"IT",3.2935603,"OQ","OQ","66",3,1,1,1,55,"OQ","OQ_OQ_M","41-65"
3637600,"IT",5.802448,"C","OQ","OQ",2,2,1,2,30,"C","C_OQ_F","26-40"
3640800,"IT",2.8425398,"OQ","OQ","66",1,1,1,1,46,"A","OQ_OQ_M","41-65"
3641100,"IT",2.8425398,"OQ","OQ","66",2,1,1,1,48,"OQ","OQ_OQ_M","41-65"
4001456,"GR",0.7337089,"C","PI","C",2,1,3,1,26,"C","C_PI_M","26-40"
4003092,"GR",0.4194582,"C","C","C",5,5,5,1,31,"C","C_C_M","26-40"
4003094,"GR",0.7934207,"C","OQ","ONQ",3,5,3,1,24,"C","C_OQ_M","14-25"
4003096,"GR",0.4569079,"ONQ","OQ","OQ",3,1,1,2,45,"ONQ","ONQ_OQ_F","41-65"
4004903,"GR",0.7934207,"OQ","ONQ","ONQ",3,2,2,1,22,"OQ","OQ_ONQ_M","14-25"
4004904,"GR",0.14633116,"OQ","PI","ONQ",3,2,1,2,55,"C","OQ_ONQ_F","41-65"
4004909,"GR",0.33765864,"OQ","OQ","ONQ",5,1,1,2,31,"C","OQ_ONQ_F","26-40"
4006781,"GR",0.26258245,"ONQ","OQ","OQ",1,1,1,2,72,"ONQ","ONQ_OQ_F",">65"
4006788,"GR",0.4167897,"OQ","ONQ","66",2,1,1,1,36,"OQ","OQ_ONQ_M","26-40"
4008326,"GR",0.39387363,"OQ","OQ","ONQ",1,1,1,2,58,"OQ","OQ_ONQ_F","41-65"
4008328,"GR",0.2097291,"C","C","PI",5,5,1,1,28,"C","C_C_M","26-40"
4064100,"IT",5.6625524,"PI","OQ","PI",3,2,3,1,21,"PI","PI_OQ_M","14-25"
4064300,"IT",4.445584,"C","OQ","PI",5,2,3,1,46,"C","C_OQ_M","41-65"
4089700,"IT",1.7677702,"PI","C","66",3,3,3,1,43,"PI","PI_C_M","41-65"
4092000,"IT",6.8950787,"OQ","OQ","66",2,1,1,1,30,"OQ","OQ_OQ_M","26-40"
4098400,"IT",4.598084,"OQ","OQ","PI",3,2,2,2,34,"OQ","OQ_PI_F","26-40"
4098700,"IT",4.814583,"ONQ","OQ","ONQ",2,1,1,1,39,"ONQ","ONQ_OQ_M","26-40"
4101674,"GR",0.4194582,"C","C","66",5,5,1,1,29,"C","C_C_M","26-40"
4101678,"GR",0.10486455,"OQ","OQ","ONQ",5,1,1,1,25,"OQ","OQ_OQ_M","14-25"
4103405,"GR",0.2842778,"OQ","ONQ","66",1,1,1,1,72,"OQ","OQ_ONQ_M",">65"
4104824,"GR",0.39671034,"C","OQ","66",3,3,2,1,33,"C","C_OQ_M","26-40"
4104826,"GR",0.33551538,"C","C","66",5,1,1,1,59,"C","C_C_M","41-65"
4105400,"IT",2.8887973,"OQ","OQ","OQ",1,1,1,2,60,"OQ","OQ_OQ_F","41-65"
4106643,"GR",0.18342723,"ONQ","OQ","66",2,1,1,1,27,"ONQ","ONQ_OQ_M","26-40"
4106644,"GR",0.7224593,"ONQ","OQ","ONQ",3,1,1,1,35,"ONQ","ONQ_OQ_M","26-40"
4107000,"IT",3.8090281,"C","PI","66",5,3,2,1,31,"C","C_PI_M","26-40"
4107100,"IT",6.316085,"ONQ","OQ","C",2,1,2,1,34,"ONQ","ONQ_OQ_M","26-40"
4108100,"IT",2.682014,"OQ","OQ","OQ",3,2,2,2,40,"C","OQ_OQ_F","26-40"
4108700,"IT",5.726904,"ONQ","OQ","OQ",1,1,1,2,77,"ONQ","ONQ_OQ_F",">65"
4109700,"IT",4.2976627,"OQ","OQ","66",3,2,2,1,36,"C","OQ_OQ_M","26-40"
4111100,"IT",1.3885074,"OQ","C","88",3,5,3,1,52,"C","OQ_C_M","41-65"
4128000,"IT",1.4193814,"PI","OQ","C",3,3,2,2,31,"PI","PI_C_F","26-40"
4136400,"IT",1.4116375,"PI","C","66",3,2,2,1,26,"PI","PI_C_M","26-40"
4201081,"GR",0.7934207,"OQ","OQ","66",3,3,3,1,21,"OQ","OQ_OQ_M","14-25"
4201082,"GR",0.5418445,"OQ","OQ","OQ",3,1,3,1,39,"OQ","OQ_OQ_M","26-40"
4201083,"GR",0.114226975,"OQ","OQ","OQ",3,1,1,2,41,"OQ","OQ_OQ_F","41-65"
4201086,"GR",0.17424135,"C","C","66",5,5,3,1,40,"C","C_C_M","26-40"
4201087,"GR",0.43899348,"OQ","OQ","ONQ",3,3,3,2,68,"OQ","OQ_ONQ_F",">65"
4202431,"GR",0.44735384,"C","OQ","OQ",5,1,1,1,55,"C","C_OQ_M","41-65"
4202434,"GR",0.2842778,"C","ONQ","66",2,1,1,1,82,"C","C_ONQ_M",">65"
4202438,"GR",0.1421389,"ONQ","ONQ","66",1,1,1,1,76,"ONQ","ONQ_ONQ_M",">65"
4204139,"GR",0.33765864,"OQ","ONQ","ONQ",5,1,1,2,28,"C","OQ_ONQ_F","26-40"
4300131,"GR",0.36122966,"OQ","OQ","OQ",3,3,1,1,40,"OQ","OQ_OQ_M","26-40"
4300132,"GR",0.46284804,"ONQ","OQ","ONQ",1,1,1,2,44,"ONQ","ONQ_ONQ_F","41-65"
4300133,"GR",0.20371816,"OQ","ONQ","66",3,1,1,1,64,"OQ","OQ_ONQ_M","41-65"
4300135,"GR",0.36685446,"OQ","OQ","66",2,1,1,1,26,"OQ","OQ_OQ_M","26-40"
4300137,"GR",0.36122966,"OQ","OQ","OQ",3,2,2,1,35,"OQ","OQ_OQ_M","26-40"
4301633,"GR",0.39387363,"ONQ","OQ","OQ",1,1,1,2,65,"ONQ","ONQ_OQ_F","41-65"
4301635,"GR",0.23142402,"ONQ","66","PI",2,3,3,2,35,"ONQ","ONQ_PI_F","26-40"
4303231,"GR",0.2097291,"C","PI","66",5,5,3,1,32,"C","C_PI_M","26-40"
4304772,"GR",0.2842778,"OQ","OQ","OQ",1,1,1,1,77,"OQ","OQ_OQ_M",">65"
4304775,"GR",0.33765864,"OQ","OQ","ONQ",5,1,1,2,32,"C","OQ_ONQ_F","26-40"
4306371,"GR",0.9030741,"OQ","OQ","66",3,1,1,1,52,"OQ","OQ_OQ_M","41-65"
4306375,"GR",0.2097291,"C","OQ","PI",5,2,1,1,32,"C","C_OQ_M","26-40"
4306376,"GR",0.13129123,"ONQ","66","OQ",1,1,1,2,64,"ONQ","ONQ_OQ_F","41-65"
4308123,"GR",0.22845395,"OQ","OQ","OQ",3,1,1,2,35,"OQ","OQ_OQ_F","26-40"
4308124,"GR",0.46284804,"OQ","OQ","ONQ",1,1,1,2,53,"OQ","OQ_ONQ_F","41-65"
4401414,"GR",0.13129123,"OQ","66","OQ",1,1,1,2,73,"OQ","OQ_OQ_F",">65"
4401416,"GR",0.22367692,"C","C","66",5,5,1,1,73,"C","C_C_M",">65"
4401417,"GR",0.52272403,"C","PI","C",5,3,5,1,38,"C","C_PI_M","26-40"
4402521,"GR",0.6969654,"PI","PI","66",5,3,1,1,47,"PI","PI_PI_M","41-65"
4402523,"GR",0.7337089,"OQ","ONQ","66",2,3,3,1,23,"OQ","OQ_ONQ_M","14-25"
4402528,"GR",0.31293812,"C","ONQ","OQ",5,1,1,2,35,"C","C_OQ_F","26-40"
4404222,"GR",0.8335794,"C","PI","66",1,1,1,1,52,"C","C_PI_M","41-65"
4500641,"GR",0.36122966,"OQ","ONQ","66",3,1,1,1,45,"C","OQ_ONQ_M","41-65"
4500643,"GR",0.5251649,"OQ","OQ","OQ",2,3,1,2,57,"OQ","OQ_OQ_F","41-65"
4501621,"GR",0.36122966,"C","C","66",3,5,5,1,35,"C","C_C_M","26-40"
4501625,"GR",0.3484827,"C","C","66",5,5,3,1,53,"C","C_C_M","41-65"
4503345,"GR",0.1421389,"ONQ","OQ","ONQ",1,1,1,1,58,"ONQ","ONQ_OQ_M","41-65"
4600711,"GR",0.2842778,"ONQ","PI","PI",1,1,1,1,57,"ONQ","ONQ_PI_M","41-65"
4600713,"GR",0.4074363,"C","OQ","OQ",3,1,1,1,72,"C","C_OQ_M",">65"
4601646,"GR",0.22367692,"C","PI","PI",5,3,3,1,64,"C","C_PI_M","41-65"
4602334,"GR",0.5418445,"C","C","66",3,1,2,1,52,"C","C_C_M","41-65"
4602336,"GR",0.6753173,"C","OQ","PI",5,2,3,2,27,"C","C_PI_F","26-40"
4700971,"GR",0.19835517,"OQ","OQ","PI",3,5,3,1,24,"OQ","OQ_OQ_M","14-25"
4700972,"GR",0.34268087,"PI","OQ","OQ",3,1,1,2,49,"PI","PI_OQ_F","41-65"
4700975,"GR",0.55028164,"OQ","OQ","66",2,1,1,1,31,"OQ","OQ_OQ_M","26-40"
4702361,"GR",0.59506553,"OQ","ONQ","66",3,3,5,1,20,"OQ","OQ_ONQ_M","14-25"
4702362,"GR",0.22845395,"C","PI","C",3,3,5,2,49,"C","C_C_F","41-65"
4702364,"GR",0.31293812,"PI","C","C",5,5,5,2,35,"PI","PI_C_F","26-40"
4703661,"GR",0.2097291,"OQ","C","C",5,3,3,1,32,"OQ","OQ_C_M","26-40"
4703668,"GR",0.62518454,"OQ","OQ","OQ",2,1,1,1,47,"OQ","OQ_OQ_M","41-65"
4800874,"GR",0.11571201,"OQ","OQ","OQ",1,1,1,2,49,"OQ","OQ_OQ_F","41-65"
4800875,"GR",0.19835517,"OQ","OQ","88",3,2,1,1,34,"OQ","OQ_OQ_M","26-40"
4800877,"GR",0.19835517,"OQ","OQ","66",3,3,1,1,20,"OQ","OQ_OQ_M","14-25"
4800878,"GR",0.29266232,"ONQ","OQ","OQ",3,1,1,2,61,"ONQ","ONQ_OQ_F","41-65"
4802162,"GR",0.3484827,"C","C","66",5,5,2,1,47,"C","C_C_M","41-65"
4802163,"GR",0.4264167,"ONQ","ONQ","66",1,1,1,1,77,"ONQ","ONQ_ONQ_M",">65"
4802164,"GR",0.4569079,"PI","66","OQ",3,1,1,2,45,"PI","PI_OQ_F","41-65"
4802165,"GR",0.36122966,"OQ","C","66",3,1,1,1,42,"OQ","OQ_C_M","41-65"
4802167,"GR",0.7934207,"C","PI","66",3,1,2,1,24,"C","C_PI_M","14-25"
4802169,"GR",0.114226975,"PI","OQ","OQ",3,1,1,2,48,"PI","PI_OQ_F","41-65"
11100251,"GR",0.21461265,"OQ","OQ","66",1,1,1,1,68,"OQ","OQ_OQ_M",">65"
11100252,"GR",0.23986506,"OQ","OQ","OQ",1,1,1,2,31,"OQ","OQ_OQ_F","26-40"
11100254,"GR",0.15833287,"OQ","PI","PI",5,3,3,1,32,"OQ","OQ_PI_M","26-40"
11100255,"GR",0.21461265,"C","ONQ","66",1,1,1,1,72,"C","C_ONQ_M",">65"
11102134,"GR",0.127456,"OQ","OQ","OQ",5,1,1,2,31,"C","OQ_OQ_F","26-40"
11102137,"GR",0.21461265,"OQ","OQ","OQ",1,1,1,1,68,"OQ","OQ_OQ_M",">65"
11103621,"GR",0.526167,"C","PI","PI",5,5,5,1,37,"C","C_PI_M","26-40"
11103625,"GR",0.2073147,"OQ","ONQ","OQ",5,1,1,2,63,"C","OQ_OQ_F","41-65"
11103627,"GR",0.35437423,"C","ONQ","ONQ",5,1,1,2,41,"C","C_ONQ_F","41-65"
11201421,"GR",0.32191896,"OQ","OQ","C",2,1,1,1,63,"OQ","OQ_OQ_M","41-65"
11201423,"GR",0.39462522,"C","ONQ","88",5,1,1,1,46,"C","C_ONQ_M","41-65"
11201425,"GR",0.11812474,"C","C","C",5,5,5,2,37,"C","C_C_F","26-40"
11203271,"GR",0.27270666,"C","PI","66",3,3,1,1,36,"C","C_PI_M","26-40"
11203273,"GR",0.13847654,"OQ","ONQ","ONQ",2,1,2,1,27,"OQ","OQ_ONQ_M","26-40"
11203277,"GR",0.21461265,"OQ","ONQ","66",1,3,1,1,79,"OQ","OQ_ONQ_M",">65"
11205223,"GR",0.39462522,"C","C","66",5,5,1,1,36,"C","C_C_M","26-40"
11205224,"GR",0.21461265,"OQ","ONQ","66",1,1,1,1,77,"OQ","OQ_ONQ_M",">65"
11205227,"GR",0.30969167,"OQ","C","ONQ",3,5,3,2,20,"C","OQ_ONQ_F","14-25"
11205228,"GR",0.254912,"C","C","PI",5,5,2,2,29,"C","C_PI_F","26-40"
11205229,"GR",0.2620668,"ONQ","OQ","OQ",2,1,1,2,45,"ONQ","ONQ_OQ_F","41-65"
11207031,"GR",0.55390614,"OQ","OQ","66",2,1,1,1,32,"OQ","OQ_OQ_M","26-40"
11207033,"GR",0.19823395,"OQ","OQ","OQ",1,1,1,2,59,"OQ","OQ_OQ_F","41-65"
11207034,"GR",0.21461265,"OQ","OQ","66",1,1,1,1,73,"OQ","OQ_OQ_M",">65"
11207035,"GR",0.27270666,"OQ","OQ","66",3,1,1,1,54,"C","OQ_OQ_M","41-65"
11207037,"GR",0.29949248,"OQ","C","66",3,1,1,1,31,"OQ","OQ_C_M","26-40"
11209011,"GR",0.2620668,"ONQ","OQ","OQ",1,1,1,2,44,"ONQ","ONQ_OQ_F","41-65"
11209012,"GR",0.40906,"C","OQ","66",3,1,1,1,40,"C","C_OQ_M","26-40"
11209013,"GR",0.59898496,"C","C","66",3,3,2,1,20,"C","C_C_M","14-25"
11209015,"GR",0.40906,"OQ","OQ","PI",3,5,5,1,46,"OQ","OQ_OQ_M","41-65"
11210601,"GR",0.78662795,"OQ","ONQ","ONQ",2,1,1,1,48,"OQ","OQ_ONQ_M","41-65"
11210602,"GR",0.17246899,"OQ","OQ","OQ",3,1,1,2,49,"C","OQ_OQ_F","41-65"
11210605,"GR",0.9439535,"ONQ","OQ","OQ",1,1,1,1,48,"ONQ","ONQ_OQ_M","41-65"
11210606,"GR",0.32191896,"ONQ","OQ","66",1,1,1,1,66,"ONQ","ONQ_OQ_M",">65"
11212443,"GR",0.17471121,"ONQ","OQ","OQ",1,1,1,2,39,"ONQ","ONQ_OQ_F","26-40"
11214403,"GR",0.61517984,"C","OQ","66",3,1,1,1,67,"C","C_OQ_M",">65"
11214405,"GR",0.4292253,"OQ","OQ","OQ",1,1,1,1,63,"OQ","OQ_OQ_M","41-65"
11216031,"GR",0.3146512,"ONQ","ONQ","66",1,1,1,1,52,"ONQ","ONQ_ONQ_M","41-65"
11301891,"GR",0.47197676,"ONQ","ONQ","66",2,1,1,1,39,"ONQ","ONQ_ONQ_M","26-40"
11301892,"GR",0.13847654,"OQ","ONQ","66",1,1,1,1,33,"OQ","OQ_ONQ_M","26-40"
11301894,"GR",0.55390614,"ONQ","ONQ","ONQ",1,1,1,1,24,"ONQ","ONQ_ONQ_M","14-25"
11301895,"GR",0.09911697,"OQ","66","OQ",1,1,1,2,57,"OQ","OQ_OQ_F","41-65"
11301896,"GR",0.21461265,"OQ","OQ","66",1,1,1,1,64,"A","OQ_OQ_M","41-65"
11304321,"GR",0.2620668,"OQ","OQ","OQ",1,1,1,2,36,"A","OQ_OQ_F","26-40"
11304322,"GR",0.6293024,"OQ","OQ","66",1,1,1,1,53,"OQ","OQ_OQ_M","41-65"
11304323,"GR",0.09911697,"OQ","OQ","OQ",1,1,1,2,56,"A","OQ_OQ_F","41-65"
11304324,"GR",0.21461265,"ONQ","OQ","66",1,1,1,1,63,"ONQ","ONQ_OQ_M","41-65"
11304325,"GR",0.2630835,"OQ","ONQ","66",5,1,1,1,35,"A","OQ_ONQ_M","26-40"
11500431,"GR",0.13847654,"OQ","OQ","66",1,2,1,1,25,"OQ","OQ_OQ_M","14-25"
11500432,"GR",0.17246899,"OQ","OQ","OQ",3,1,1,2,42,"OQ","OQ_OQ_F","41-65"
11500434,"GR",0.3146512,"ONQ","OQ","OQ",2,1,1,1,37,"ONQ","ONQ_OQ_M","26-40"
11500439,"GR",0.09911697,"OQ","OQ","OQ",1,1,1,2,64,"A","OQ_OQ_F","41-65"
11502941,"GR",0.2620668,"OQ","OQ","OQ",1,1,1,2,54,"A","OQ_OQ_F","41-65"
11502945,"GR",0.21461265,"OQ","OQ","OQ",1,1,1,1,65,"OQ","OQ_OQ_M","41-65"
11502947,"GR",0.19823395,"ONQ","OQ","OQ",1,1,1,2,63,"ONQ","ONQ_OQ_F","41-65"
11505541,"GR",0.21461265,"OQ","OQ","OQ",1,1,1,1,79,"A","OQ_OQ_M",">65"
11505542,"GR",0.09911697,"OQ","OQ","OQ",1,1,1,2,79,"A","OQ_OQ_F",">65"
11505544,"GR",0.27695307,"OQ","OQ","66",1,1,1,1,25,"OQ","OQ_OQ_M","14-25"
11505546,"GR",0.19823395,"OQ","OQ","OQ",1,1,1,2,67,"A","OQ_OQ_F",">65"
11508173,"GR",0.30758992,"OQ","OQ","OQ",3,1,1,1,63,"OQ","OQ_OQ_M","41-65"
11510621,"GR",0.6293024,"C","OQ","66",2,1,1,1,52,"C","C_OQ_M","41-65"
11510624,"GR",0.47197676,"OQ","OQ","OQ",1,1,1,1,40,"A","OQ_OQ_M","26-40"
11510625,"GR",0.43677804,"OQ","OQ","OQ",1,1,1,2,42,"A","OQ_OQ_F","41-65"
11510626,"GR",0.4292253,"OQ","OQ","66",1,1,1,1,80,"A","OQ_OQ_M",">65"
11510627,"GR",0.47973013,"OQ","OQ","OQ",1,2,1,2,27,"A","OQ_OQ_F","26-40"
11601991,"GR",0.107306324,"OQ","OQ","66",1,1,1,1,75,"A","OQ_OQ_M",">65"
11601993,"GR",0.19823395,"OQ","OQ","OQ",1,1,1,2,58,"A","OQ_OQ_F","41-65"
11601994,"GR",0.2973509,"OQ","OQ","OQ",1,1,1,2,71,"A","OQ_OQ_F",">65"
11601995,"GR",0.2620668,"ONQ","ONQ","ONQ",2,1,1,2,49,"ONQ","ONQ_ONQ_F","41-65"
11604151,"GR",0.21461265,"OQ","OQ","66",1,1,1,1,57,"OQ","OQ_OQ_M","41-65"
11604153,"GR",0.107306324,"OQ","OQ","66",1,1,1,1,74,"A","OQ_OQ_M",">65"
11604155,"GR",0.55390614,"ONQ","OQ","OQ",1,1,1,1,24,"ONQ","ONQ_OQ_M","14-25"
11606252,"GR",0.19823395,"ONQ","OQ","OQ",1,1,1,2,72,"ONQ","ONQ_OQ_F",">65"
11606255,"GR",0.59898496,"OQ","OQ","66",3,1,1,1,29,"OQ","OQ_OQ_M","26-40"
11606257,"GR",0.1573256,"OQ","OQ","OQ",1,1,1,1,54,"OQ","OQ_OQ_M","41-65"
11608392,"GR",0.47197676,"OQ","OQ","OQ",1,1,1,1,53,"A","OQ_OQ_M","41-65"
11608393,"GR",0.21461265,"OQ","OQ","66",1,1,1,1,69,"A","OQ_OQ_M",">65"
11608394,"GR",0.6293024,"OQ","OQ","OQ",1,1,1,1,35,"A","OQ_OQ_M","26-40"
11608396,"GR",0.19823395,"OQ","OQ","OQ",1,1,1,2,55,"A","OQ_OQ_F","41-65"
11701123,"GR",0.2620668,"C","ONQ","ONQ",1,1,1,2,36,"C","C_ONQ_F","26-40"
11701125,"GR",0.19823395,"OQ","OQ","OQ",1,1,1,2,65,"A","OQ_OQ_F","41-65"
11701126,"GR",0.107306324,"OQ","OQ","66",1,1,1,1,86,"A","OQ_OQ_M",">65"
11701127,"GR",0.3146512,"OQ","OQ","66",1,1,1,1,44,"A","OQ_OQ_M","41-65"
11703383,"GR",0.3146512,"OQ","OQ","66",2,1,1,1,47,"A","OQ_OQ_M","41-65"
11703384,"GR",0.55390614,"OQ","OQ","OQ",2,1,1,1,34,"A","OQ_OQ_M","26-40"
11703385,"GR",0.5365316,"ONQ","OQ","OQ",1,1,1,1,63,"ONQ","ONQ_OQ_M","41-65"
11703387,"GR",0.21461265,"OQ","OQ","OQ",1,1,1,1,59,"A","OQ_OQ_M","41-65"
12101257,"GR",0.34268087,"OQ","OQ","OQ",3,1,1,2,47,"A","OQ_OQ_F","41-65"
12103213,"GR",0.26258245,"OQ","OQ","OQ",1,1,1,2,65,"OQ","OQ_OQ_F","41-65"
12103216,"GR",0.34268087,"OQ","ONQ","OQ",3,1,1,2,41,"C","OQ_OQ_F","41-65"
12103217,"GR",0.7934207,"C","OQ","66",3,1,2,1,34,"C","C_OQ_M","26-40"
12105295,"GR",0.36122966,"C","C","PI",3,5,3,1,39,"C","C_C_M","26-40"
12105297,"GR",0.36122966,"C","C","66",3,5,3,1,35,"C","C_C_M","26-40"
12105298,"GR",0.39671034,"OQ","OQ","OQ",3,1,1,1,31,"OQ","OQ_OQ_M","26-40"
12105299,"GR",0.6753173,"PI","PI","C",5,3,5,2,31,"PI","PI_C_F","26-40"
12106947,"GR",0.2842778,"OQ","OQ","66",1,1,1,1,68,"OQ","OQ_OQ_M",">65"
12106948,"GR",0.26258245,"OQ","OQ","OQ",1,1,1,2,72,"A","OQ_OQ_F",">65"
12201543,"GR",0.3484827,"C","OQ","66",5,1,1,1,37,"C","C_OQ_M","26-40"
12301621,"GR",0.9030741,"C","OQ","ONQ",3,1,1,1,44,"C","C_OQ_M","41-65"
12301628,"GR",0.36685446,"OQ","ONQ","ONQ",2,1,1,1,29,"A","OQ_ONQ_M","26-40"
12303301,"GR",0.36122966,"ONQ","OQ","66",3,2,1,1,53,"ONQ","ONQ_OQ_M","41-65"
12303305,"GR",0.99177593,"C","PI","66",3,5,3,1,24,"C","C_PI_M","14-25"
12303307,"GR",0.1421389,"ONQ","OQ","66",1,1,1,1,77,"ONQ","ONQ_OQ_M",">65"
12305041,"GR",0.4102203,"OQ","ONQ","C",3,1,3,2,24,"OQ","OQ_C_F","14-25"
12305042,"GR",0.6753173,"C","ONQ","ONQ",5,3,1,2,27,"C","C_ONQ_F","26-40"
12305044,"GR",0.2842778,"OQ","PI","66",2,1,1,1,70,"OQ","OQ_PI_M",">65"
12306891,"GR",0.4569079,"PI","ONQ","ONQ",3,1,1,2,51,"PI","PI_ONQ_F","41-65"
12306892,"GR",0.26258245,"ONQ","OQ","OQ",1,1,1,2,73,"ONQ","ONQ_OQ_F",">65"
12306893,"GR",0.13129123,"OQ","OQ","OQ",1,1,1,2,67,"OQ","OQ_OQ_F",">65"
12306894,"GR",0.2842778,"OQ","OQ","OQ",2,1,1,1,72,"C","OQ_OQ_M",">65"
12306897,"GR",0.33551538,"PI","OQ","66",5,1,1,1,63,"PI","PI_OQ_M","41-65"
12306898,"GR",0.4074363,"C","OQ","OQ",3,1,1,1,56,"C","C_OQ_M","41-65"
12308861,"GR",0.31293812,"C","ONQ","ONQ",5,1,1,2,35,"C","C_ONQ_F","26-40"
12308862,"GR",0.1421389,"OQ","OQ","66",1,1,1,1,70,"OQ","OQ_OQ_M",">65"
12308863,"GR",0.62587625,"C","ONQ","ONQ",5,1,1,2,43,"C","C_ONQ_F","41-65"
12308867,"GR",0.11571201,"OQ","OQ","OQ",1,1,1,2,36,"OQ","OQ_OQ_F","26-40"
12312551,"GR",0.3484827,"C","OQ","OQ",5,1,1,1,47,"C","C_OQ_M","41-65"
