"identifiant","pays","poids","csp","csp_père","csp_mère","education","education_pere","education_mere","genre","age","csp_avec_A","mobilite","age_cat"
3971,"LU",0.024916362,"C","OQ","66",2,2,1,1,64,"C","C_OQ_M","41-65"
3975,"CH",0.26764664,"OQ","OQ","66",5,2,2,1,31,"OQ","OQ_OQ_M","26-40"
3976,"CH",0.12170514,"C","OQ","66",5,2,2,1,61,"C","C_OQ_M","41-65"
3980,"PL",0.9815573,"C","C","C",5,5,5,1,31,"C","C_C_M","26-40"
3982,"CH",0.11514525,"C","OQ","66",2,2,2,1,40,"C","C_OQ_M","26-40"
3985,"PL",1.8906509,"ONQ","ONQ","66",3,2,2,1,33,"ONQ","ONQ_ONQ_M","26-40"
3986,"PL",1.0946459,"PI","PI","OQ",3,3,3,1,30,"PI","PI_PI_M","26-40"
3989,"LU",0.03984899,"ONQ","OQ","66",1,1,1,1,65,"ONQ","ONQ_OQ_M","41-65"
3990,"PL",1.5543457,"OQ","OQ","OQ",3,2,2,2,51,"OQ","OQ_OQ_F","41-65"
3993,"CH",0.11514525,"C","PI","PI",3,3,3,1,47,"C","C_PI_M","41-65"
3996,"PL",1.6295545,"OQ","OQ","66",3,3,3,1,31,"OQ","OQ_OQ_M","26-40"
3997,"CH",0.24341027,"OQ","OQ","66",3,3,2,1,64,"OQ","OQ_OQ_M","41-65"
4001,"FI",0.18926598,"C","PI","66",3,2,1,1,57,"C","C_PI_M","41-65"
4002,"CH",0.24341027,"PI","ONQ","66",2,2,2,1,80,"PI","PI_ONQ_M",">65"
4003,"FI",0.30711,"C","C","C",3,3,2,2,59,"C","C_C_F","41-65"
4006,"FI",0.22611183,"C","OQ","OQ",5,2,2,1,63,"C","C_OQ_M","41-65"
4009,"FI",0.22354741,"OQ","C","C",3,5,5,2,17,"OQ","OQ_C_F","14-25"
4010,"FI",0.22611183,"C","C","PI",5,2,1,1,71,"C","C_C_M",">65"
4011,"CH",0.31590956,"OQ","PI","PI",3,3,3,2,44,"C","OQ_PI_F","41-65"
4012,"IE",0.16305195,"OQ","OQ","OQ",3,2,5,2,34,"C","OQ_OQ_F","26-40"
4013,"FI",0.25580218,"C","PI","PI",5,3,2,1,33,"C","C_PI_M","26-40"
4014,"PL",1.1491592,"OQ","OQ","OQ",3,3,3,2,26,"C","OQ_OQ_F","26-40"
4015,"FI",0.19863342,"OQ","PI","PI",5,1,2,2,54,"C","OQ_PI_F","41-65"
4016,"CH",0.6690911,"OQ","OQ","66",2,3,3,1,19,"OQ","OQ_OQ_M","14-25"
4017,"FI",0.2288962,"OQ","PI","C",5,5,5,2,27,"C","OQ_C_F","26-40"
4018,"CH",0.29157788,"OQ","PI","ONQ",3,3,2,2,32,"A","OQ_ONQ_F","26-40"
4019,"CH",0.24341027,"OQ","C","66",5,5,2,1,70,"OQ","OQ_C_M",">65"
4021,"FI",0.27200738,"OQ","C","88",1,5,5,1,15,"OQ","OQ_C_M","14-25"
4022,"FI",0.19431387,"PI","88","PI",2,5,5,2,18,"PI","PI_PI_F","14-25"
4023,"FI",0.2288962,"C","C","C",5,5,5,2,30,"C","C_C_F","26-40"
4024,"PL",1.5625082,"OQ","OQ","66",2,2,2,1,72,"OQ","OQ_OQ_M",">65"
4025,"CH",0.24341027,"OQ","C","66",3,2,2,1,67,"C","OQ_C_M",">65"
4026,"FI",0.22611183,"C","C","66",5,5,5,1,78,"C","C_C_M",">65"
4027,"CH",0.2302905,"C","OQ","PI",3,3,3,1,39,"C","C_OQ_M","26-40"
4028,"FI",0.22611183,"C","C","PI",5,5,1,1,61,"C","C_C_M","41-65"
4029,"CH",0.10530318,"OQ","OQ","PI",3,2,2,2,44,"OQ","OQ_PI_F","41-65"
4031,"PL",1.2981179,"OQ","ONQ","ONQ",2,1,1,2,86,"C","OQ_ONQ_F",">65"
4035,"CH",0.2302905,"OQ","ONQ","66",3,2,2,1,52,"OQ","OQ_ONQ_M","41-65"
4037,"CH",0.12170514,"PI","OQ","66",3,3,2,1,73,"PI","PI_OQ_M",">65"
4038,"FI",0.22830541,"OQ","ONQ","ONQ",2,1,1,2,42,"OQ","OQ_ONQ_F","41-65"
4039,"FI",0.25580218,"C","PI","66",5,3,2,1,28,"C","C_PI_M","26-40"
4040,"CH",0.26764664,"OQ","PI","66",3,5,2,1,30,"OQ","OQ_PI_M","26-40"
4041,"CH",0.40146998,"OQ","OQ","66",3,3,2,1,30,"OQ","OQ_OQ_M","26-40"
4042,"PL",1.6160873,"ONQ","OQ","OQ",2,2,2,2,72,"ONQ","ONQ_OQ_F",">65"
4043,"FI",0.22611183,"C","C","C",5,5,5,1,57,"C","C_C_M","41-65"
4045,"CH",0.12170514,"C","OQ","66",3,3,2,1,76,"C","C_OQ_M",">65"
4046,"FI",0.2648011,"C","C","ONQ",5,3,2,1,54,"C","C_C_M","41-65"
4048,"CH",0.13382332,"C","C","C",5,3,3,1,34,"C","C_C_M","26-40"
4050,"FI",0.21367115,"OQ","PI","OQ",3,3,3,1,26,"OQ","OQ_PI_M","26-40"
4051,"FI",0.25580218,"C","C","OQ",5,3,3,1,30,"C","C_C_M","26-40"
4052,"FI",0.19431387,"OQ","ONQ","ONQ",2,1,1,2,30,"OQ","OQ_ONQ_F","26-40"
4054,"CH",0.12170514,"C","OQ","66",3,2,2,1,75,"C","C_OQ_M",">65"
4057,"CH",0.2302905,"OQ","OQ","66",2,2,2,1,40,"A","OQ_OQ_M","26-40"
4058,"CH",0.34543577,"OQ","OQ","66",3,3,2,1,42,"OQ","OQ_OQ_M","41-65"
4061,"FI",0.19414392,"C","ONQ","PI",3,2,3,2,29,"C","C_PI_F","26-40"
4062,"FI",0.1725069,"PI","PI","OQ",5,3,2,2,39,"PI","PI_OQ_F","26-40"
4063,"FI",0.26470318,"OQ","OQ","OQ",3,1,1,2,48,"OQ","OQ_OQ_F","41-65"
4065,"FI",0.18701297,"ONQ","C","PI",3,5,3,1,21,"ONQ","ONQ_C_M","14-25"
4066,"PL",1.7019296,"OQ","OQ","OQ",2,1,1,2,74,"A","OQ_OQ_F",">65"
4071,"FI",0.19286773,"OQ","OQ","OQ",1,1,1,1,80,"A","OQ_OQ_M",">65"
4073,"CH",0.11514525,"C","OQ","66",5,3,2,1,54,"C","C_OQ_M","41-65"
4077,"CH",0.12170514,"ONQ","OQ","66",3,2,2,1,56,"ONQ","ONQ_OQ_M","41-65"
4080,"FI",0.18926598,"PI","OQ","ONQ",3,1,1,1,60,"PI","PI_OQ_M","41-65"
4081,"FI",0.18556671,"OQ","C","ONQ",3,2,3,1,24,"OQ","OQ_C_M","14-25"
4083,"FI",0.19286773,"PI","ONQ","66",1,1,1,1,73,"PI","PI_ONQ_M",">65"
4085,"CH",0.24341027,"PI","OQ","66",2,2,2,1,84,"PI","PI_OQ_M",">65"
4086,"FI",0.2317638,"PI","OQ","66",5,1,1,1,51,"PI","PI_OQ_M","41-65"
4090,"FI",0.19565701,"OQ","C","C",3,5,5,2,33,"OQ","OQ_C_F","26-40"
4093,"LU",0.021823516,"OQ","OQ","66",3,3,1,1,61,"OQ","OQ_OQ_M","41-65"
4095,"FI",0.2577409,"OQ","C","66",3,3,1,1,49,"OQ","OQ_C_M","41-65"
4096,"FI",0.2667154,"OQ","OQ","OQ",3,1,1,2,72,"A","OQ_OQ_F",">65"
4098,"FI",0.23622987,"C","OQ","66",2,3,3,1,19,"C","C_OQ_M","14-25"
4100,"FI",0.20830786,"OQ","66","OQ",1,1,1,2,68,"A","OQ_OQ_F",">65"
4101,"CH",0.11514525,"PI","OQ","66",3,2,2,1,49,"PI","PI_OQ_M","41-65"
4102,"FI",0.18926598,"OQ","OQ","66",3,1,1,1,57,"OQ","OQ_OQ_M","41-65"
4103,"FI",0.25974965,"OQ","PI","ONQ",3,1,1,1,50,"OQ","OQ_PI_M","41-65"
4104,"PL",1.5472533,"OQ","OQ","66",3,2,2,1,56,"OQ","OQ_OQ_M","41-65"
4105,"FI",0.21367115,"OQ","PI","OQ",3,5,1,1,27,"OQ","OQ_PI_M","26-40"
4106,"FI",0.22354741,"C","C","C",3,5,5,2,29,"C","C_C_F","26-40"
4107,"PL",1.0664817,"OQ","PI","66",2,4,2,1,55,"OQ","OQ_PI_M","41-65"
4109,"FI",0.19286773,"ONQ","OQ","OQ",2,2,1,1,57,"ONQ","ONQ_OQ_M","41-65"
4110,"CH",0.14578894,"PI","PI","C",3,3,3,2,34,"PI","PI_C_F","26-40"
4114,"FI",0.2577409,"OQ","OQ","PI",3,2,2,1,53,"OQ","OQ_OQ_M","41-65"
4117,"FI",0.18556671,"OQ","OQ","PI",3,1,2,1,29,"OQ","OQ_OQ_M","26-40"
4118,"FI",0.19414392,"OQ","PI","OQ",3,5,5,2,19,"A","OQ_OQ_F","14-25"
4119,"FI",0.30479303,"OQ","OQ","OQ",3,3,3,2,37,"OQ","OQ_OQ_F","26-40"
4122,"FI",0.25580218,"C","PI","PI",5,5,2,1,33,"C","C_PI_M","26-40"
4123,"FI",0.2288962,"C","PI","ONQ",5,3,1,2,27,"C","C_ONQ_F","26-40"
4126,"PL",1.2441503,"OQ","OQ","OQ",3,2,2,1,45,"OQ","OQ_OQ_M","41-65"
4128,"FI",0.21367115,"PI","C","C",3,5,2,1,20,"PI","PI_C_M","14-25"
4130,"CH",0.26764664,"C","ONQ","66",3,2,2,1,32,"C","C_ONQ_M","26-40"
4131,"FI",0.22207792,"OQ","OQ","66",1,1,1,1,56,"OQ","OQ_OQ_M","41-65"
4132,"CH",0.13382332,"C","PI","66",3,3,3,1,29,"C","C_PI_M","26-40"
4133,"CH",0.24341027,"OQ","ONQ","66",3,2,2,1,58,"OQ","OQ_ONQ_M","41-65"
4137,"CH",0.24341027,"PI","OQ","66",3,2,2,1,69,"PI","PI_OQ_M",">65"
4138,"FI",0.22207792,"OQ","OQ","OQ",1,1,1,1,58,"A","OQ_OQ_M","41-65"
4141,"FI",0.22611183,"OQ","C","66",5,1,1,1,82,"OQ","OQ_C_M",">65"
4142,"FI",0.2648011,"PI","OQ","PI",5,1,5,1,35,"PI","PI_OQ_M","26-40"
4143,"FI",0.30711,"OQ","ONQ","ONQ",3,1,1,2,63,"OQ","OQ_ONQ_F","41-65"
4144,"FI",0.22207792,"OQ","OQ","OQ",1,1,1,1,72,"OQ","OQ_OQ_M",">65"
4145,"FI",0.2648011,"C","C","PI",5,5,3,1,43,"C","C_C_M","41-65"
4146,"CH",0.48682055,"OQ","OQ","66",2,1,3,1,69,"A","OQ_OQ_M",">65"
4148,"CH",0.3651154,"PI","OQ","66",3,2,2,1,61,"PI","PI_OQ_M","41-65"
4149,"CH",0.26764664,"OQ","OQ","66",3,3,2,1,29,"OQ","OQ_OQ_M","26-40"
4150,"FI",0.19437088,"C","PI","66",2,2,1,1,61,"C","C_PI_M","41-65"
4151,"FI",0.17385136,"C","OQ","OQ",5,5,2,2,50,"C","C_OQ_F","41-65"
4152,"CH",0.12170514,"C","PI","66",5,3,5,1,62,"C","C_PI_M","41-65"
4153,"PL",1.566161,"OQ","ONQ","66",3,3,3,1,23,"OQ","OQ_ONQ_M","14-25"
4154,"FI",0.17385136,"C","OQ","OQ",5,1,1,2,41,"C","C_OQ_F","41-65"
4155,"FI",0.17007074,"ONQ","C","ONQ",1,3,3,2,16,"ONQ","ONQ_ONQ_F","14-25"
4156,"FI",0.1725069,"PI","OQ","OQ",5,3,3,2,36,"PI","PI_OQ_F","26-40"
4158,"CH",0.13382332,"OQ","OQ","66",3,3,3,1,33,"OQ","OQ_OQ_M","26-40"
4160,"FI",0.2577409,"OQ","OQ","ONQ",3,1,1,1,36,"OQ","OQ_OQ_M","26-40"
4161,"FI",0.17617935,"C","OQ","OQ",5,5,1,2,55,"C","C_OQ_F","41-65"
4162,"FI",0.19414392,"OQ","OQ","C",3,1,2,2,23,"A","OQ_C_F","14-25"
4163,"FI",0.19414392,"ONQ","ONQ","C",3,2,5,2,19,"ONQ","ONQ_C_F","14-25"
4164,"PL",0.9940774,"OQ","ONQ","PI",5,3,3,2,26,"C","OQ_PI_F","26-40"
4165,"FI",0.17617935,"C","OQ","OQ",5,1,1,2,58,"C","C_OQ_F","41-65"
4166,"PL",1.1930629,"PI","ONQ","OQ",4,1,2,2,78,"PI","PI_OQ_F",">65"
4172,"PL",1.6594285,"OQ","OQ","66",3,3,3,1,23,"OQ","OQ_OQ_M","14-25"
4174,"CH",0.22280851,"C","88","C",3,3,3,2,67,"C","C_C_F",">65"
4176,"PL",1.662259,"ONQ","OQ","OQ",3,2,2,1,43,"ONQ","ONQ_OQ_M","41-65"
4177,"PL",1.7024022,"OQ","ONQ","OQ",2,1,1,1,51,"A","OQ_ONQ_M","41-65"
4180,"LU",0.029751599,"PI","C","66",5,5,3,1,27,"PI","PI_C_M","26-40"
4181,"LU",0.026189484,"PI","C","PI",5,5,3,1,44,"PI","PI_C_M","41-65"
4184,"PL",1.134686,"OQ","ONQ","OQ",3,3,3,1,19,"OQ","OQ_ONQ_M","14-25"
4187,"CH",0.37793973,"C","PI","66",2,3,3,1,64,"C","C_PI_M","41-65"
4188,"CH",0.17878444,"C","PI","66",5,3,3,1,44,"C","C_PI_M","41-65"
4190,"PL",0.9940774,"PI","66","PI",3,5,5,2,20,"PI","PI_PI_F","14-25"
4192,"CH",0.20778562,"C","OQ","66",5,2,2,1,32,"C","C_OQ_M","26-40"
4196,"PL",2.2939138,"OQ","OQ","OQ",3,2,2,1,41,"OQ","OQ_OQ_M","41-65"
4197,"PL",1.0130615,"OQ","OQ","66",2,2,1,1,66,"OQ","OQ_OQ_M",">65"
4201,"LU",0.032408807,"C","OQ","PI",5,4,1,1,70,"C","C_OQ_M",">65"
4203,"PL",1.7272128,"OQ","ONQ","ONQ",3,3,2,2,29,"A","OQ_ONQ_F","26-40"
4210,"PL",1.1086084,"OQ","OQ","ONQ",4,3,3,2,27,"C","OQ_ONQ_F","26-40"
4214,"LU",0.032408807,"C","PI","OQ",5,2,2,1,78,"C","C_PI_M",">65"
4215,"PL",1.066948,"OQ","OQ","PI",3,3,3,1,31,"OQ","OQ_OQ_M","26-40"
4218,"PL",0.9940774,"OQ","OQ","ONQ",3,3,3,2,19,"OQ","OQ_ONQ_F","14-25"
4223,"PL",0.9940774,"C","PI","C",5,5,5,2,27,"C","C_C_F","26-40"
4228,"LU",0.03420073,"ONQ","OQ","66",1,1,1,1,60,"ONQ","ONQ_OQ_M","41-65"
4229,"PL",1.2843044,"ONQ","OQ","OQ",3,2,2,2,35,"ONQ","ONQ_OQ_F","26-40"
4231,"PL",1.637931,"C","66","PI",5,2,3,2,45,"C","C_PI_F","41-65"
4234,"CH",0.679134,"OQ","C","PI",2,3,3,2,18,"C","OQ_PI_F","14-25"
4236,"PL",1.6083784,"OQ","OQ","OQ",1,2,2,2,76,"A","OQ_OQ_F",">65"
4239,"PL",1.1491592,"OQ","C","PI",3,5,3,2,20,"OQ","OQ_PI_F","14-25"
4242,"PL",1.1749188,"OQ","OQ","66",3,2,2,1,57,"OQ","OQ_OQ_M","41-65"
4243,"CH",0.20778562,"C","PI","PI",3,3,3,1,25,"C","C_PI_M","14-25"
4246,"CH",0.17878444,"OQ","OQ","66",2,2,2,1,35,"OQ","OQ_OQ_M","26-40"
4250,"CH",0.45272893,"OQ","OQ","C",5,3,3,2,28,"OQ","OQ_C_F","26-40"
4253,"PL",1.6456207,"ONQ","ONQ","ONQ",3,2,2,1,34,"ONQ","ONQ_ONQ_M","26-40"
4258,"PL",1.3991827,"OQ","OQ","66",3,3,2,1,43,"OQ","OQ_OQ_M","41-65"
4259,"PL",1.566161,"OQ","OQ","66",3,3,3,1,19,"OQ","OQ_OQ_M","14-25"
4266,"CH",0.44561702,"PI","OQ","OQ",5,3,2,2,69,"PI","PI_OQ_F",">65"
4269,"PL",1.2834629,"PI","C","C",3,3,3,2,34,"PI","PI_C_F","26-40"
4271,"LU",0.023925494,"OQ","OQ","OQ",1,1,1,2,68,"OQ","OQ_OQ_F",">65"
4274,"CH",0.5669435,"PI","ONQ","66",3,2,2,1,61,"PI","PI_ONQ_M","41-65"
4275,"PL",1.5059656,"OQ","OQ","OQ",3,2,2,2,54,"C","OQ_OQ_F","41-65"
4277,"PL",1.6972691,"OQ","PI","OQ",3,2,1,1,48,"A","OQ_PI_M","41-65"
4278,"CH",0.22280851,"ONQ","66","ONQ",1,2,1,2,71,"ONQ","ONQ_ONQ_F",">65"
4281,"PL",2.0650535,"OQ","PI","PI",3,3,3,2,36,"OQ","OQ_PI_F","26-40"
4282,"CH",0.32700557,"OQ","ONQ","PI",2,1,1,2,54,"OQ","OQ_PI_F","41-65"
4283,"CH",0.41557124,"C","OQ","66",2,1,1,1,30,"C","C_OQ_M","26-40"
4284,"CH",0.5669435,"OQ","OQ","OQ",1,1,1,1,63,"A","OQ_OQ_M","41-65"
4285,"PL",1.3432918,"OQ","ONQ","66",3,2,2,1,47,"OQ","OQ_ONQ_M","41-65"
4286,"CH",0.18896987,"PI","C","66",3,5,5,1,80,"PI","PI_C_M",">65"
4290,"PL",1.3763331,"OQ","OQ","66",3,2,2,1,72,"OQ","OQ_OQ_M",">65"
4293,"CH",0.59676653,"OQ","ONQ","66",2,2,2,1,73,"OQ","OQ_ONQ_M",">65"
4303,"PL",1.9147666,"OQ","PI","PI",3,3,3,2,23,"OQ","OQ_PI_F","14-25"
4306,"PL",2.1930113,"ONQ","ONQ","66",3,2,2,1,39,"ONQ","ONQ_ONQ_M","26-40"
4307,"PL",0.98609054,"C","C","C",5,3,3,1,66,"C","C_C_M",">65"
4318,"CH",0.56460094,"C","OQ","66",5,3,2,1,40,"C","C_OQ_M","26-40"
4319,"LU",0.025866956,"OQ","ONQ","ONQ",4,1,1,2,74,"OQ","OQ_ONQ_F",">65"
4320,"PL",1.4968854,"ONQ","C","C",2,3,5,1,19,"ONQ","ONQ_C_M","14-25"
4322,"PL",1.1862819,"ONQ","OQ","OQ",3,1,2,1,50,"ONQ","ONQ_OQ_M","41-65"
4332,"PL",1.4704729,"OQ","ONQ","66",3,2,2,1,38,"OQ","OQ_ONQ_M","26-40"
4335,"PL",2.2102761,"ONQ","ONQ","OQ",2,2,2,2,46,"ONQ","ONQ_OQ_F","41-65"
4336,"PL",2.0650535,"OQ","OQ","OQ",3,2,2,2,52,"OQ","OQ_OQ_F","41-65"
4338,"PL",1.2258933,"OQ","PI","66",3,3,3,1,55,"C","OQ_PI_M","41-65"
4339,"CH",0.62339413,"OQ","C","C",3,2,3,1,19,"OQ","OQ_C_M","14-25"
4340,"PL",1.6698577,"PI","OQ","OQ",5,3,1,2,41,"PI","PI_OQ_F","41-65"
4342,"CH",0.3575689,"OQ","C","C",2,2,2,1,39,"A","OQ_C_M","26-40"
4344,"PL",2.116717,"OQ","OQ","ONQ",3,2,2,1,28,"A","OQ_OQ_M","26-40"
4345,"LU",0.022415975,"ONQ","OQ","OQ",1,1,1,1,54,"ONQ","ONQ_OQ_M","41-65"
4347,"CH",0.17878444,"OQ","OQ","66",3,1,1,1,42,"OQ","OQ_OQ_M","41-65"
4349,"PL",1.5909349,"OQ","OQ","OQ",3,2,2,2,31,"A","OQ_OQ_F","26-40"
4352,"PL",1.6833627,"OQ","ONQ","66",3,2,2,1,69,"OQ","OQ_ONQ_M",">65"
4357,"CH",0.18896987,"C","PI","66",5,5,5,1,69,"C","C_PI_M",">65"
4362,"CH",0.18896987,"C","ONQ","66",3,2,2,1,69,"C","C_ONQ_M",">65"
4365,"CH",0.18896987,"C","ONQ","ONQ",3,3,3,1,59,"C","C_ONQ_M","41-65"
4366,"CH",0.18896987,"C","C","66",5,5,3,1,63,"C","C_C_M","41-65"
4382,"PL",1.3096911,"C","66","PI",3,3,5,2,64,"C","C_PI_F","41-65"
4389,"PL",1.3921566,"C","C","C",3,3,5,2,23,"C","C_C_F","14-25"
4392,"PL",1.1299014,"PI","OQ","C",3,3,3,1,25,"PI","PI_OQ_M","14-25"
4396,"PL",2.0650535,"OQ","OQ","OQ",3,2,2,2,42,"A","OQ_OQ_F","41-65"
4398,"CH",0.17878444,"C","PI","OQ",3,3,2,1,49,"C","C_PI_M","41-65"
4403,"CH",0.3575689,"PI","PI","C",3,3,3,1,43,"PI","PI_PI_M","41-65"
4405,"CH",0.16350278,"C","PI","PI",5,3,3,2,53,"C","C_PI_F","41-65"
4406,"IE",0.16305195,"OQ","OQ","OQ",5,2,2,2,29,"C","OQ_OQ_F","26-40"
4407,"IE",0.16305195,"ONQ","OQ","OQ",2,1,1,2,32,"ONQ","ONQ_OQ_F","26-40"
4415,"CH",0.17878444,"OQ","C","66",3,5,3,1,48,"OQ","OQ_C_M","41-65"
4418,"IE",0.11437829,"OQ","ONQ","PI",2,1,2,2,47,"C","OQ_PI_F","41-65"
4419,"IE",0.11612527,"OQ","ONQ","ONQ",1,1,1,2,87,"OQ","OQ_ONQ_F",">65"
4425,"CH",0.22280851,"OQ","ONQ","OQ",2,2,2,2,67,"C","OQ_OQ_F",">65"
4426,"PL",1.4910305,"PI","PI","PI",3,3,3,1,39,"PI","PI_PI_M","26-40"
4427,"CH",0.3575689,"ONQ","C","66",3,2,2,1,45,"ONQ","ONQ_C_M","41-65"
4428,"PL",1.4412261,"ONQ","OQ","OQ",3,2,2,2,23,"ONQ","ONQ_OQ_F","14-25"
4429,"PL",1.1843128,"ONQ","C","OQ",3,3,3,2,25,"ONQ","ONQ_OQ_F","14-25"
4431,"CH",0.16350278,"PI","OQ","ONQ",5,3,2,2,48,"PI","PI_ONQ_F","41-65"
4432,"CH",0.44561702,"ONQ","OQ","OQ",2,2,2,2,56,"ONQ","ONQ_OQ_F","41-65"
4433,"PL",1.1769245,"OQ","OQ","OQ",2,1,1,1,79,"A","OQ_OQ_M",">65"
4435,"PL",1.3091445,"C","OQ","OQ",3,2,2,1,71,"C","C_OQ_M",">65"
4437,"PL",1.5708976,"OQ","OQ","OQ",3,2,3,1,22,"OQ","OQ_OQ_M","14-25"
4439,"CH",0.22280851,"OQ","OQ","OQ",1,1,1,2,73,"OQ","OQ_OQ_F",">65"
4443,"PL",0.9940774,"C","OQ","C",4,3,3,2,34,"C","C_C_F","26-40"
4448,"PL",1.0735182,"C","ONQ","OQ",3,3,3,1,32,"C","C_ONQ_M","26-40"
4450,"CH",0.44561702,"C","PI","C",5,3,5,2,59,"C","C_C_F","41-65"
4456,"CH",0.18896987,"PI","ONQ","66",3,1,1,1,72,"PI","PI_ONQ_M",">65"
4461,"PL",1.3096911,"C","66","C",5,5,4,2,62,"C","C_C_F","41-65"
4462,"CH",0.18896987,"OQ","ONQ","66",2,1,2,1,73,"C","OQ_ONQ_M",">65"
4468,"PL",1.3763331,"ONQ","OQ","OQ",2,1,1,1,57,"ONQ","ONQ_OQ_M","41-65"
4474,"CH",0.11678635,"PI","OQ","ONQ",3,2,2,1,53,"PI","PI_OQ_M","41-65"
4477,"PL",1.566161,"OQ","ONQ","ONQ",3,3,2,1,34,"C","OQ_ONQ_M","26-40"
4479,"CH",0.12343973,"OQ","OQ","OQ",5,3,3,1,57,"OQ","OQ_OQ_M","41-65"
4483,"CH",0.14786679,"OQ","C","PI",3,3,3,2,28,"C","OQ_PI_F","26-40"
4486,"PL",1.3951074,"OQ","OQ","OQ",3,2,2,1,42,"OQ","OQ_OQ_M","41-65"
4493,"PL",0.9319835,"C","OQ","OQ",5,2,2,1,69,"C","C_OQ_M",">65"
4498,"CH",0.10680401,"OQ","OQ","PI",3,3,3,2,35,"C","OQ_PI_F","26-40"
4499,"PL",1.3568841,"OQ","OQ","88",3,3,2,1,25,"OQ","OQ_OQ_M","14-25"
4504,"PL",1.5159783,"PI","OQ","C",3,3,4,2,34,"PI","PI_C_F","26-40"
4508,"IE",0.14516608,"C","ONQ","ONQ",5,3,5,2,55,"C","C_ONQ_F","41-65"
4513,"IE",0.22876906,"OQ","PI","PI",5,1,2,2,39,"C","OQ_PI_F","26-40"
4515,"IE",0.15483369,"ONQ","OQ","OQ",1,1,1,2,57,"ONQ","ONQ_OQ_F","41-65"
4517,"IE",0.14557905,"OQ","OQ","OQ",3,2,2,1,45,"OQ","OQ_OQ_M","41-65"
4519,"IE",0.11437829,"C","OQ","OQ",5,3,5,2,41,"C","C_OQ_F","41-65"
4523,"PL",1.556072,"PI","C","PI",5,5,3,2,22,"PI","PI_PI_F","14-25"
4524,"PL",1.26053,"C","OQ","66",3,2,2,1,74,"C","C_OQ_M",">65"
4525,"PL",1.0393604,"OQ","ONQ","OQ",3,2,2,1,55,"OQ","OQ_ONQ_M","41-65"
4531,"PL",1.7640162,"OQ","OQ","OQ",2,1,1,1,71,"OQ","OQ_OQ_M",">65"
4533,"PL",1.2223228,"ONQ","ONQ","66",2,2,2,1,64,"ONQ","ONQ_ONQ_M","41-65"
4534,"PL",1.7495673,"OQ","OQ","66",3,3,3,1,51,"OQ","OQ_OQ_M","41-65"
4535,"PL",1.6666111,"OQ","ONQ","ONQ",3,2,2,2,32,"OQ","OQ_ONQ_F","26-40"
4537,"CH",0.23355067,"C","C","66",5,3,2,1,37,"C","C_C_M","26-40"
4538,"PL",1.528831,"C","OQ","66",5,2,2,1,28,"C","C_OQ_M","26-40"
4539,"PL",1.3733875,"C","OQ","OQ",5,3,2,1,38,"C","C_OQ_M","26-40"
4540,"PL",1.7495673,"C","OQ","OQ",3,3,3,1,35,"C","C_OQ_M","26-40"
4550,"PL",1.5756184,"OQ","ONQ","66",3,2,3,1,57,"OQ","OQ_ONQ_M","41-65"
4553,"PL",0.9940774,"C","66","OQ",3,3,3,2,25,"C","C_OQ_F","14-25"
4554,"PL",2.0650535,"OQ","OQ","OQ",4,2,2,2,46,"A","OQ_OQ_F","41-65"
4556,"CH",0.11678635,"OQ","OQ","66",3,3,2,1,36,"OQ","OQ_OQ_M","26-40"
4559,"LU",0.03008064,"C","ONQ","66",3,3,1,1,68,"C","C_ONQ_M",">65"
4560,"PL",1.1843128,"ONQ","PI","C",3,4,3,2,21,"ONQ","ONQ_C_F","14-25"
4561,"PL",2.0489228,"OQ","OQ","OQ",3,2,2,1,42,"A","OQ_OQ_M","41-65"
4562,"PL",1.2223228,"PI","OQ","66",4,5,3,1,59,"PI","PI_OQ_M","41-65"
4564,"PL",1.2672906,"C","OQ","OQ",5,3,3,1,42,"C","C_OQ_M","41-65"
4569,"PL",1.8284422,"OQ","ONQ","ONQ",3,3,2,2,29,"OQ","OQ_ONQ_F","26-40"
4573,"PL",1.6972691,"OQ","OQ","66",3,2,2,1,38,"OQ","OQ_OQ_M","26-40"
4575,"CH",0.23355067,"OQ","OQ","66",3,2,2,1,50,"OQ","OQ_OQ_M","41-65"
4576,"PL",1.1626875,"PI","OQ","OQ",5,3,2,2,29,"PI","PI_OQ_F","26-40"
4579,"PL",1.8482285,"OQ","OQ","OQ",2,1,1,1,52,"OQ","OQ_OQ_M","41-65"
4580,"PL",1.7430309,"ONQ","ONQ","ONQ",1,1,1,2,86,"ONQ","ONQ_ONQ_F",">65"
4581,"PL",1.2892336,"OQ","C","OQ",4,5,3,2,49,"C","OQ_OQ_F","41-65"
4583,"CH",0.23355067,"OQ","OQ","66",3,2,2,1,49,"OQ","OQ_OQ_M","41-65"
4584,"PL",1.1725445,"OQ","ONQ","OQ",3,3,3,2,47,"OQ","OQ_OQ_F","41-65"
4587,"CH",0.4071663,"PI","OQ","66",3,3,3,1,23,"PI","PI_OQ_M","14-25"
4591,"PL",1.2911007,"PI","PI","OQ",3,3,3,1,30,"PI","PI_PI_M","26-40"
4593,"PL",2.2102761,"ONQ","OQ","ONQ",2,2,1,2,51,"ONQ","ONQ_ONQ_F","41-65"
4597,"PL",1.5472533,"OQ","OQ","66",3,1,1,1,69,"OQ","OQ_OQ_M",">65"
